
*************************************************************
                       POINT NUMBER = 1
*************************************************************
DyFeO3                  ref        calc    error^2    %P.R.E.
cell(3_x)              0.3902     0.3899  7.3441e-08    0.07
cell(3_y)              0.1532     0.1510  4.7961e-06    1.43
cell(3_z)              0.3804     0.3810  3.5402e-07    0.16
cell(4_x)              0.3902     0.3898  1.9097e-07    0.11
cell(4_y)              0.1532     0.1509  5.3731e-06    1.51
cell(4_z)              0.3804     0.3811  5.0410e-07    0.19
cell(Volume)        1136.5858  1172.9971  1.3258e+03    3.20
cell(a)               10.4360    10.5463  1.2160e-02    1.06
cell(b)               10.4360    10.5463  1.2160e-02    1.06
cell(c)               10.4360    10.5463  1.2160e-02    1.06
-------------------------------------------------------------
YFeO3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.0680     0.0384  8.7379e-04   43.47
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.4811     0.4924  1.2855e-04    2.36
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.4614     0.4506  1.1649e-04    2.34
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.6109     0.6008  1.0254e-04    1.66
cell(4_x)              0.3069     0.2979  8.1162e-05    2.94
cell(4_y)              0.0583     0.0537  2.1059e-05    7.87
cell(4_z)              0.1927     0.1999  5.1639e-05    3.73
cell(5_x)              0.4614     0.4503  1.2390e-04    2.41
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.6109     0.6011  9.6904e-05    1.61
cell(6_x)              0.3069     0.2981  7.6948e-05    2.86
cell(6_y)              0.0583     0.0539  1.9325e-05    7.54
cell(6_z)              0.1927     0.1999  5.1984e-05    3.74
cell(Volume)         224.7610   226.0023  1.5407e+00    0.55
cell(a)                5.5957     5.4793  1.3554e-02    2.08
cell(b)                7.6046     7.6862  6.6602e-03    1.07
cell(c)                5.2819     5.3663  7.1283e-03    1.60
-------------------------------------------------------------
Y2O3                    ref        calc    error^2    %P.R.E.
cell(1_x)              0.0000     0.0000  0.0000e+00    0.00
cell(1_y)              0.0000     0.0000  0.0000e+00    0.00
cell(1_z)              0.0000     0.0000  0.0000e+00    0.00
cell(2_x)              0.2825     0.2783  1.7842e-05    1.50
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.0978     0.0989  1.2210e-06    1.13
cell(3_y)              0.3587     0.3597  1.0671e-06    0.29
cell(3_z)              0.1305     0.1309  1.6810e-07    0.31
cell(4_x)              0.0978     0.0990  1.4811e-06    1.24
cell(4_y)              0.3587     0.3599  1.3924e-06    0.33
cell(4_z)              0.1305     0.1310  2.8409e-07    0.41
cell(Volume)        1192.3311  1177.5951  2.1715e+02    1.24
cell(a)               10.6039    10.5600  1.9242e-03    0.41
cell(b)               10.6039    10.5600  1.9242e-03    0.41
cell(c)               10.6039    10.5600  1.9242e-03    0.41
-------------------------------------------------------------
Fe2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.0000     0.0000  0.0000e+00    0.00
cell(1_y)              0.0000     0.0000  0.0000e+00    0.00
cell(1_z)              0.0000     0.0000  0.0000e+00    0.00
cell(2_x)              0.2850     0.2781  4.6950e-05    2.40
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.1290     0.1402  1.2632e-04    8.71
cell(3_y)              0.1470     0.1308  2.6315e-04   11.04
cell(3_z)              0.9165     0.9009  2.4211e-04    1.70
cell(4_x)              0.1290     0.1400  1.2175e-04    8.55
cell(4_y)              0.1470     0.1310  2.5757e-04   10.92
cell(4_z)              0.9165     0.9008  2.4699e-04    1.71
cell(Volume)         828.7298   816.1397  1.5851e+02    1.52
cell(a)                9.3930     9.3452  2.2857e-03    0.51
cell(b)                9.3930     9.3452  2.2857e-03    0.51
cell(c)                9.3930     9.3452  2.2857e-03    0.51
-------------------------------------------------------------
GdFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.4372     0.4648  7.6314e-04    6.32
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.0156     0.0059  9.4770e-05   62.40
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.5328     0.5353  6.0074e-06    0.46
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.6005     0.5836  2.8629e-04    2.82
cell(4_x)              0.1984     0.2072  7.6650e-05    4.41
cell(4_y)              0.0506     0.0444  3.8589e-05   12.28
cell(4_z)              0.3043     0.2945  9.5883e-05    3.22
cell(5_x)              0.5328     0.5357  8.1396e-06    0.54
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.6005     0.5838  2.7899e-04    2.78
cell(6_x)              0.1984     0.2070  7.3479e-05    4.32
cell(6_y)              0.0506     0.0446  3.6566e-05   11.95
cell(6_z)              0.3043     0.2945  9.5688e-05    3.21
cell(Volume)         230.1715   232.2820  4.4542e+00    0.92
cell(a)                5.6110     5.5293  6.6831e-03    1.46
cell(b)                7.6690     7.7192  2.5171e-03    0.65
cell(c)                5.3490     5.4423  8.6959e-03    1.74
-------------------------------------------------------------
Gd2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.2500     0.2500  0.0000e+00    0.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.2500     0.2500  0.0000e+00    0.00
cell(2_x)              0.9685     0.9706  4.3098e-06    0.21
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.3884     0.3897  1.7689e-06    0.34
cell(3_y)              0.1515     0.1510  2.6626e-07    0.34
cell(3_z)              0.3787     0.3811  5.6074e-06    0.63
cell(4_x)              0.3884     0.3896  1.3619e-06    0.30
cell(4_y)              0.1515     0.1509  4.1216e-07    0.42
cell(4_z)              0.3787     0.3812  6.1058e-06    0.65
cell(Volume)        1266.1264  1281.2253  2.2798e+02    1.19
cell(a)               10.8183    10.8611  1.8348e-03    0.40
cell(b)               10.8183    10.8611  1.8348e-03    0.40
cell(c)               10.8183    10.8611  1.8348e-03    0.40
-------------------------------------------------------------
TbFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.0641     0.0307  1.1154e-03   52.10
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.4840     0.4953  1.2878e-04    2.34
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.4640     0.4700  3.5486e-05    1.28
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.6035     0.5773  6.8738e-04    4.34
cell(4_x)              0.3026     0.2907  1.4261e-04    3.95
cell(4_y)              0.0538     0.0408  1.6832e-04   24.12
cell(4_z)              0.1950     0.2080  1.6783e-04    6.64
cell(5_x)              0.4640     0.4696  3.1136e-05    1.20
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.6035     0.5775  6.7449e-04    4.30
cell(6_x)              0.3026     0.2908  1.3870e-04    3.89
cell(6_y)              0.0538     0.0410  1.6428e-04   23.82
cell(6_z)              0.1950     0.2079  1.6662e-04    6.62
cell(Volume)         227.7998   236.8683  8.2239e+01    3.98
cell(a)                5.6020     5.5529  2.4087e-03    0.88
cell(b)                7.6350     7.7746  1.9499e-02    1.83
cell(c)                5.3260     5.4866  2.5800e-02    3.02
-------------------------------------------------------------
Tb2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.3333     0.3333  0.0000e+00    0.00
cell(1_y)              0.6667     0.6667  0.0000e+00    0.00
cell(1_z)              0.2498     0.2487  1.1686e-06    0.43
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.3333     0.3333  0.0000e+00    0.00
cell(3_y)              0.6667     0.6667  0.0000e+00    0.00
cell(3_z)              0.6464     0.6614  2.2608e-04    2.33
cell(4_x)              0.0000     0.0000  0.0000e+00    0.00
cell(4_y)              0.0000     0.0000  0.0000e+00    0.00
cell(4_z)              0.0000     0.0000  0.0000e+00    0.00
cell(5_x)              0.3333     0.3333  0.0000e+00    0.00
cell(5_y)              0.6667     0.6667  0.0000e+00    0.00
cell(5_z)              0.6464     0.6621  2.4514e-04    2.42
cell(Volume)          70.0075    76.6160  4.3672e+01    9.44
cell(a)                3.7149     3.8030  7.7623e-03    2.37
cell(b)                3.7149     3.8030  7.7623e-03    2.37
cell(c)                5.8576     6.1170  6.7265e-02    4.43
Objective Function = 6.051732e+06
Average Percentage Relative Error = 5.930495e+00

*************************************************************
                       POINT NUMBER = 504
*************************************************************
DyFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.0665     0.9626  8.0303e-01 1347.55
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.4829     0.4933  1.0899e-04    2.16
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.5110     0.5398  8.3157e-04    5.64
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.5690     0.5893  4.1388e-04    3.58
cell(4_x)              0.2190     0.2055  1.8322e-04    6.18
cell(4_y)              0.0390     0.0476  7.3137e-05   21.93
cell(4_z)              0.2800     0.2964  2.6922e-04    5.86
cell(5_x)              0.5110     0.5402  8.5439e-04    5.72
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.5690     0.5896  4.2275e-04    3.61
cell(6_x)              0.2190     0.2053  1.8865e-04    6.27
cell(6_y)              0.0390     0.0477  7.6143e-05   22.37
cell(6_z)              0.2800     0.2964  2.6880e-04    5.86
cell(Volume)         226.2552   229.7202  1.2006e+01    1.53
cell(a)                5.5980     5.5141  7.0441e-03    1.50
cell(b)                7.6230     7.6954  5.2357e-03    0.95
cell(c)                5.3020     5.4137  1.2487e-02    2.11
-------------------------------------------------------------
Dy2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.2500     0.2500  0.0000e+00    0.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.2500     0.2500  0.0000e+00    0.00
cell(2_x)              0.9675     0.9708  1.0706e-05    0.34
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.3911     0.3898  1.6693e-06    0.33
cell(3_y)              0.1515     0.1510  2.5402e-07    0.33
cell(3_z)              0.3795     0.3810  2.3747e-06    0.41
cell(4_x)              0.3911     0.3896  2.1199e-06    0.37
cell(4_y)              0.1515     0.1509  3.9690e-07    0.42
cell(4_z)              0.3795     0.3811  2.7159e-06    0.43
cell(Volume)        1214.7678  1244.2826  8.7113e+02    2.43
cell(a)               10.6700    10.7557  7.3488e-03    0.80
cell(b)               10.6700    10.7557  7.3488e-03    0.80
cell(c)               10.6700    10.7557  7.3488e-03    0.80
-------------------------------------------------------------
ErFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.0691     0.0395  8.7515e-04   42.81
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.4816     0.4924  1.1599e-04    2.24
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.4594     0.4549  1.9981e-05    0.97
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.6137     0.5957  3.2368e-04    2.93
cell(4_x)              0.3059     0.2962  9.4148e-05    3.17
cell(4_y)              0.0573     0.0511  3.8850e-05   10.88
cell(4_z)              0.1910     0.2017  1.1522e-04    5.62
cell(5_x)              0.4594     0.4545  2.3532e-05    1.06
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.6137     0.5959  3.1602e-04    2.90
cell(6_x)              0.3059     0.2964  8.9965e-05    3.10
cell(6_y)              0.0573     0.0512  3.6615e-05   10.56
cell(6_z)              0.1910     0.2018  1.1606e-04    5.64
cell(Volume)         223.0089   226.4932  1.2140e+01    1.56
cell(a)                5.5820     5.4917  8.1566e-03    1.62
cell(b)                7.5910     7.6682  5.9640e-03    1.02
cell(c)                5.2630     5.3784  1.3321e-02    2.19
-------------------------------------------------------------
Er2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.2500     0.2500  0.0000e+00    0.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.2500     0.2500  0.0000e+00    0.00
cell(2_x)              0.9670     0.9709  1.5272e-05    0.40
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.3911     0.3899  1.5129e-06    0.31
cell(3_y)              0.1512     0.1510  3.9204e-08    0.13
cell(3_z)              0.3799     0.3810  1.2477e-06    0.29
cell(4_x)              0.3911     0.3897  1.9488e-06    0.36
cell(4_y)              0.1512     0.1509  1.0628e-07    0.22
cell(4_z)              0.3799     0.3811  1.5080e-06    0.32
cell(Volume)        1172.2391  1201.4437  8.5291e+02    2.49
cell(a)               10.5440    10.6308  7.5421e-03    0.82
cell(b)               10.5440    10.6308  7.5421e-03    0.82
cell(c)               10.5440    10.6308  7.5421e-03    0.82
-------------------------------------------------------------
EuFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.4399     0.4665  7.0639e-04    6.04
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.0145     0.0054  8.3375e-05   62.97
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.5320     0.5326  3.4106e-07    0.11
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.5978     0.5802  3.0980e-04    2.94
cell(4_x)              0.1994     0.2082  7.8252e-05    4.44
cell(4_y)              0.0506     0.0425  6.5254e-05   15.96
cell(4_z)              0.3023     0.2933  8.1396e-05    2.98
cell(5_x)              0.5320     0.5330  9.7023e-07    0.19
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.5978     0.5804  3.0203e-04    2.91
cell(6_x)              0.1994     0.2081  7.5204e-05    4.35
cell(6_y)              0.0506     0.0427  6.2679e-05   15.65
cell(6_z)              0.3023     0.2933  8.0964e-05    2.98
cell(Volume)         231.4371   233.8238  5.6965e+00    1.03
cell(a)                5.6060     5.5368  4.7820e-03    1.23
cell(b)                7.6850     7.7359  2.5936e-03    0.66
cell(c)                5.3720     5.4590  7.5707e-03    1.62
-------------------------------------------------------------
Eu2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.0000     0.0000  0.0000e+00    0.00
cell(1_y)              0.0000     0.0000  0.0000e+00    0.00
cell(1_z)              0.0000     0.0000  0.0000e+00    0.00
cell(2_x)              0.2806     0.2794  1.3363e-06    0.41
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.0960     0.0990  9.1023e-06    3.14
cell(3_y)              0.3559     0.3603  1.9298e-05    1.23
cell(3_z)              0.1301     0.1311  9.5648e-07    0.75
cell(4_x)              0.0960     0.0991  9.8784e-06    3.27
cell(4_y)              0.3559     0.3605  2.0748e-05    1.28
cell(4_z)              0.1301     0.1312  1.1621e-06    0.83
cell(Volume)        1283.7630  1303.0517  3.7205e+02    1.50
cell(a)               10.8683    10.9225  2.9335e-03    0.50
cell(b)               10.8683    10.9225  2.9335e-03    0.50
cell(c)               10.8683    10.9225  2.9335e-03    0.50
-------------------------------------------------------------
HoFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.4709     0.4613  9.2872e-05    2.05
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.0061     0.0072  1.2905e-06   18.62
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.5110     0.5429  1.0164e-03    6.24
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.5690     0.5931  5.7951e-04    4.23
cell(4_x)              0.2190     0.2045  2.1118e-04    6.64
cell(4_y)              0.0390     0.0496  1.1261e-04   27.21
cell(4_z)              0.2800     0.2975  3.0706e-04    6.26
cell(5_x)              0.5110     0.5433  1.0412e-03    6.31
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.5690     0.5933  5.8986e-04    4.27
cell(6_x)              0.2190     0.2043  2.1733e-04    6.73
cell(6_y)              0.0390     0.0498  1.1645e-04   27.67
cell(6_z)              0.2800     0.2975  3.0604e-04    6.25
cell(Volume)         224.3297   227.8068  1.2090e+01    1.55
cell(a)                5.5910     5.5014  8.0350e-03    1.60
cell(b)                7.6020     7.6784  5.8327e-03    1.00
cell(c)                5.2780     5.3930  1.3216e-02    2.18
-------------------------------------------------------------
Ho2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.2500     0.2500  0.0000e+00    0.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.2500     0.2500  0.0000e+00    0.00
cell(2_x)              0.9673     0.9708  1.2454e-05    0.36
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.3888     0.3898  1.0774e-06    0.27
cell(3_y)              0.1519     0.1510  8.1360e-07    0.59
cell(3_z)              0.3811     0.3810  5.1840e-09    0.02
cell(4_x)              0.3888     0.3897  7.6213e-07    0.22
cell(4_y)              0.1519     0.1509  1.0588e-06    0.68
cell(4_z)              0.3811     0.3811  1.4440e-09    0.01
cell(Volume)        1196.9246  1219.0573  4.8986e+02    1.85
cell(a)               10.6175    10.6825  4.2307e-03    0.61
cell(b)               10.6175    10.6825  4.2307e-03    0.61
cell(c)               10.6175    10.6825  4.2307e-03    0.61
-------------------------------------------------------------
LaFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.4709     0.4844  1.8155e-04    2.86
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.0061     0.0017  1.9158e-05   71.75
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.5110     0.5135  6.4313e-06    0.50
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.5690     0.5550  1.9544e-04    2.46
cell(4_x)              0.2190     0.2196  3.9690e-07    0.29
cell(4_y)              0.0390     0.0284  1.1196e-04   27.13
cell(4_z)              0.2800     0.2808  7.1065e-07    0.30
cell(5_x)              0.5110     0.5138  7.7507e-06    0.54
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.5690     0.5553  1.8876e-04    2.41
cell(6_x)              0.2190     0.2195  2.6214e-07    0.23
cell(6_y)              0.0390     0.0285  1.0943e-04   26.82
cell(6_z)              0.2800     0.2809  8.8736e-07    0.34
cell(Volume)         242.8598   249.1213  3.9205e+01    2.58
cell(a)                5.5647     5.6143  2.4649e-03    0.89
cell(b)                7.8551     7.9218  4.4553e-03    0.85
cell(c)                5.5560     5.6013  2.0477e-03    0.81
-------------------------------------------------------------
La2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.3333     0.3333  0.0000e+00    0.00
cell(1_y)              0.6667     0.6667  0.0000e+00    0.00
cell(1_z)              0.2469     0.2491  5.0310e-06    0.91
cell(2_x)              0.3333     0.3333  0.0000e+00    0.00
cell(2_y)              0.6667     0.6667  0.0000e+00    0.00
cell(2_z)              0.6454     0.6615  2.5902e-04    2.49
cell(3_x)              0.0000     0.0000  0.0000e+00    0.00
cell(3_y)              0.0000     0.0000  0.0000e+00    0.00
cell(3_z)              0.0000     0.0000  0.0000e+00    0.00
cell(4_x)              0.3333     0.3333  0.0000e+00    0.00
cell(4_y)              0.6667     0.6667  0.0000e+00    0.00
cell(4_z)              0.6454     0.6621  2.7849e-04    2.59
cell(5_x)              0.0000     0.0000  0.0000e+00    0.00
cell(5_y)              0.0000     0.0000  0.0000e+00    0.00
cell(5_z)              0.0000     0.0000  0.0000e+00    0.00
cell(Volume)          82.7264    85.7509  9.1475e+00    3.66
cell(a)                3.9360     3.9364  1.3838e-07    0.01
cell(b)                3.9360     3.9364  1.3838e-07    0.01
cell(c)                6.1660     6.3902  5.0275e-02    3.64
-------------------------------------------------------------
LuFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.0715     0.0416  8.9485e-04   41.84
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.4800     0.4909  1.1888e-04    2.27
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.4539     0.4470  4.7859e-05    1.52
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.6199     0.6050  2.2079e-04    2.40
cell(4_x)              0.3071     0.2982  7.8376e-05    2.88
cell(4_y)              0.0621     0.0562  3.4469e-05    9.45
cell(4_z)              0.1893     0.1996  1.0619e-04    5.44
cell(5_x)              0.4539     0.4466  5.2824e-05    1.60
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.6199     0.6053  2.1445e-04    2.36
cell(6_x)              0.3071     0.2985  7.4046e-05    2.80
cell(6_y)              0.0621     0.0564  3.2296e-05    9.15
cell(6_z)              0.1893     0.1997  1.0760e-04    5.48
cell(Volume)         218.7534   221.3823  6.9112e+00    1.20
cell(a)                5.5470     5.4490  9.6064e-03    1.77
cell(b)                7.5650     7.6319  4.4739e-03    0.88
cell(c)                5.2130     5.3235  1.2205e-02    2.12
-------------------------------------------------------------
Lu2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.2500     0.2500  0.0000e+00    0.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.2500     0.2500  0.0000e+00    0.00
cell(2_x)              0.9670     0.9711  1.6785e-05    0.42
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.3912     0.3900  1.5525e-06    0.32
cell(3_y)              0.1521     0.1510  1.1946e-06    0.72
cell(3_z)              0.3800     0.3810  9.6040e-07    0.26
cell(4_x)              0.3912     0.3898  2.0051e-06    0.36
cell(4_y)              0.1521     0.1509  1.4957e-06    0.80
cell(4_z)              0.3800     0.3811  1.2078e-06    0.29
cell(Volume)        1110.3255  1137.0156  7.1236e+02    2.40
cell(a)               10.3550    10.4373  6.7758e-03    0.79
cell(b)               10.3550    10.4373  6.7758e-03    0.79
cell(c)               10.3550    10.4373  6.7758e-03    0.79
-------------------------------------------------------------
PrFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.4563     0.4815  6.3308e-04    5.51
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.0090     0.0021  4.7334e-05   76.44
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.5212     0.5147  4.2654e-05    1.25
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.5817     0.5556  6.8184e-04    4.49
cell(4_x)              0.2081     0.2183  1.0478e-04    4.92
cell(4_y)              0.0437     0.0289  2.1904e-04   33.87
cell(4_z)              0.2925     0.2821  1.0721e-04    3.54
cell(5_x)              0.5212     0.5150  3.8776e-05    1.19
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.5817     0.5558  6.7008e-04    4.45
cell(6_x)              0.2081     0.2182  1.0233e-04    4.86
cell(6_y)              0.0437     0.0290  2.1550e-04   33.59
cell(6_z)              0.2925     0.2822  1.0529e-04    3.51
cell(Volume)         238.0849   243.0607  2.4758e+01    2.09
cell(a)                5.5780     5.5692  7.6598e-05    0.16
cell(b)                7.7860     7.8533  4.5349e-03    0.86
cell(c)                5.4820     5.5573  5.6699e-03    1.37
-------------------------------------------------------------
Pr2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.2500     0.2500  0.0000e+00    0.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.2500     0.2500  0.0000e+00    0.00
cell(2_x)              0.9695     0.9702  5.0980e-07    0.07
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.3905     0.3895  9.0630e-07    0.24
cell(3_y)              0.1494     0.1510  2.4461e-06    1.05
cell(3_z)              0.3786     0.3811  6.4516e-06    0.67
cell(4_x)              0.3905     0.3894  1.2210e-06    0.28
cell(4_y)              0.1494     0.1508  2.0880e-06    0.97
cell(4_z)              0.3786     0.3812  6.9064e-06    0.69
cell(Volume)        1438.3050  1446.5763  6.8414e+01    0.58
cell(a)               11.2880    11.3096  4.6643e-04    0.19
cell(b)               11.2880    11.3096  4.6643e-04    0.19
cell(c)               11.2880    11.3096  4.6643e-04    0.19
-------------------------------------------------------------
SmFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.4433     0.4700  7.1407e-04    6.03
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.0131     0.0044  7.5100e-05   66.15
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.5290     0.5276  1.9072e-06    0.26
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.5947     0.5738  4.3802e-04    3.52
cell(4_x)              0.2008     0.2105  9.3896e-05    4.83
cell(4_y)              0.0497     0.0390  1.1520e-04   21.60
cell(4_z)              0.2996     0.2908  7.8110e-05    2.95
cell(5_x)              0.5290     0.5280  9.8010e-07    0.19
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.5947     0.5740  4.2841e-04    3.48
cell(6_x)              0.2008     0.2103  9.0878e-05    4.75
cell(6_y)              0.0497     0.0391  1.1198e-04   21.29
cell(6_z)              0.2996     0.2908  7.7247e-05    2.93
cell(Volume)         233.0557   236.6917  1.3221e+01    1.56
cell(a)                5.5970     5.5491  2.2914e-03    0.86
cell(b)                7.7110     7.7697  3.4405e-03    0.76
cell(c)                5.4000     5.4898  8.0637e-03    1.66
-------------------------------------------------------------
Sm2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.2500     0.2500  0.0000e+00    0.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.2500     0.2500  0.0000e+00    0.00
cell(2_x)              0.9685     0.9705  3.9164e-06    0.20
